Irradiance,AmbientTemp,V_pv,I_pv,V_teg,I_teg
1288.83421183591,46.1099964180315,17.4445001790984,14.7763959827311,1.05549982090158,0.211099964180315
1343.47516224537,118.145825503758,13.8427087248121,19.410581974282,4.65729127518789,0.931458255037578
876.192089776104,84.6417939384636,15.5179103030768,11.2926556818978,2.98208969692318,0.596417939384636
1348.02551368341,106.680567637436,14.4159716181282,18.7018336244261,4.08402838187178,0.816805676374357
1179.41554773525,145.821991631737,12.4589004184132,18.9328995035898,6.04109958158685,1.20821991631737
858.524242999646,64.1284360284651,16.5435781985767,10.3789426047323,1.95642180142326,0.391284360284651
967.098931320229,34.5549322265098,18.0222533886745,10.7322753760412,0.477746611325488,0.0955493222650976
1128.12891152299,123.926893370456,13.5536553314772,16.64685848847,4.94634466852282,0.989268933704564
1374.50410126058,70.6729974112822,16.2163501294359,16.9520772589336,2.28364987056411,0.456729974112822
1378.93312111957,98.1374236531766,14.8431288173412,18.5800869626431,3.65687118265883,0.731374236531766
894.567849006529,47.9170882729203,17.354145586354,10.3095579618734,1.14585441364601,0.229170882729203
1382.35566905637,34.6148677807507,18.0192566109625,15.3430932130172,0.480743389037536,0.0961486778075071
1374.30016894577,44.2078458163381,17.5396077091831,15.6708199149316,0.960392290816907,0.192078458163381
1091.2253892337,128.359498771371,13.3320250614315,16.3699870680642,5.16797493856854,1.03359498771371
1280.16828133328,62.6195928291636,16.6190203585418,15.4060618943198,1.88097964145818,0.376195928291636
885.131803176329,72.9855612507068,16.1007219374647,10.9949331044184,2.39927806253534,0.479855612507068
1053.05676957576,106.343618403863,14.4328190798068,14.5925305895244,4.06718092019317,0.813436184038635
1349.44131511344,127.171315504936,13.3914342247532,20.1537982036171,5.10856577524678,1.02171315504936
1275.32439773573,120.783277421247,13.7108361289377,18.603160095307,4.78916387106233,0.957832774212466
1375.69545583574,71.7719446977606,16.161402765112,17.0244560553307,2.33859723488803,0.467719446977606
1193.44441949395,48.7328097253088,17.3133595137346,13.7863990931073,1.18664048626544,0.237328097253088
821.427007144514,105.812719402298,14.4593640298851,11.3618691036032,4.04063597011488,0.808127194022976
1309.47758352127,25.4506630634181,18.4774668468291,14.1737781956403,0.0225331531709033,0.00450663063418066
1360.39594865453,60.3609881687014,16.7319505915649,16.2610562493574,1.76804940843507,0.353609881687014
1207.24109291466,104.825074343892,14.5087462828054,16.6415632251477,3.9912537171946,0.798250743438921
1254.644078347,99.0093224504556,14.7995338774772,16.9551837069192,3.70046612252278,0.740093224504556
1245.87948087495,65.6611505857193,16.466942470714,15.1318859963312,2.03305752928596,0.406611505857193
1035.3362117205,148.618906402716,12.3190546798642,16.8086957745676,6.1809453201358,1.23618906402716
1193.28673410653,40.4044807847341,17.7297759607633,13.4608213521403,0.770224039236707,0.154044807847341
902.712012686937,116.984623295794,13.9007688352103,12.9879436653948,4.59923116478969,0.919846232957938
1223.62765281177,44.5771275136882,17.5211436243156,13.9674404713358,0.978856375684412,0.195771275136882
819.099707826452,79.3309264280871,15.7834536785956,10.3792202201886,2.71654632140436,0.543309264280871
966.153790976534,129.030402262842,13.2984798868579,14.5302891638213,5.20152011314212,1.04030402262842
827.702834378692,69.988695181853,16.2505652409074,10.1867574709971,2.24943475909265,0.44988695181853
858.279068741509,34.5297559434291,18.0235122028285,9.52399353780573,0.476487797171457,0.0952975594342914
1294.07469699638,94.6156932175992,15.01921533912,17.2322543858299,3.48078466087996,0.696156932175992
1216.89717378549,59.2412780277845,16.7879360986108,14.4972814601813,1.71206390138922,0.342412780277845
990.259688036516,41.5068349137113,17.6746582543144,11.2054182184234,0.825341745685565,0.165068349137113
1370.13322930301,112.456856121101,14.1271571939449,19.3971541548397,4.37284280605507,0.874568561211014
820.667648301745,85.738113439729,15.4630943280136,10.6145332996513,3.03690567198645,0.60738113439729
1063.24661579384,47.8395313517129,17.3580234324144,12.2507798187244,1.14197656758565,0.228395313517129
1028.9350742558,37.651817273707,17.8674091363146,11.5174513149144,0.632590863685352,0.12651817273707
1259.3100728894,50.1980409056562,17.2400979547172,14.6090825724668,1.25990204528281,0.251980409056562
1277.11994068224,41.8432513422488,17.6578374328876,14.4651908313938,0.842162567112438,0.168432513422488
912.123562732627,65.4736442497205,16.476317787514,11.0719345729523,2.02368221248602,0.404736442497205
1093.85863747294,143.818131012042,12.5590934493979,17.419388459529,5.9409065506021,1.18818131012042
1067.35172042654,91.5163200769793,15.174183996151,14.0679949669422,3.32581600384896,0.665163200769793
1187.78780606676,55.9607137418362,16.9519643129082,14.0135713377158,1.54803568709181,0.309607137418362
1225.61889851484,79.6595316466109,15.7670234176695,15.5466110000362,2.73297658233054,0.546595316466109
1252.81200918942,108.635972896217,14.3182013551892,17.4995724408552,4.18179864481085,0.83635972896217
965.615046199147,93.4619638691098,15.0769018065445,12.8091972553671,3.42309819345549,0.684619638691098
1207.8216061122,101.13181178959,14.6934094105205,16.4403178645169,3.80659058947949,0.761318117895898
1193.0588023843,132.891845031503,13.1054077484248,18.2071222091919,5.39459225157517,1.07891845031503
897.567041116778,72.5869937277294,16.1206503136135,11.1356182741437,2.37934968638647,0.475869937277294
871.398608935026,118.619451934644,13.8190274032678,12.6115765387217,4.68097259673219,0.936194519346439
1099.01843118929,44.587099694737,17.5206450152631,12.5454106310798,0.979354984736851,0.19587099694737
1375.84637510965,32.2654772368715,18.1367261381564,15.1719374779014,0.363273861843573,0.0726547723687146
1004.23143599968,67.4633702587594,16.376831487062,12.2640504274962,2.12316851293797,0.424633702587594
1151.16065058787,127.147051903042,13.3926474048479,17.1909349330166,5.10735259515211,1.02147051903042
934.287163694682,72.1934587210209,16.140327063949,11.5770536742283,2.35967293605104,0.471934587210209
1250.76023558339,146.57561652209,12.4212191738955,20.139089699214,6.0787808261045,1.2157561652209
953.057069275562,100.664823831372,14.7167588084314,12.9519968585684,3.78324119156861,0.756648238313722
1103.57423099909,67.2795206936319,16.3860239653184,13.4697011713743,2.11397603468159,0.422795206936319
1219.44603359401,140.997965286447,12.7001017356777,19.2037207098632,5.79989826432234,1.15997965286447
1334.54195152148,137.30308678766,12.884845660617,20.7149078331696,5.61515433938301,1.1230308678766
1375.57485512327,131.33830758918,13.183084620541,20.8687859437683,5.31691537945901,1.0633830758918
1128.32931797828,57.0989896335121,16.8950505183244,13.3569215049638,1.6049494816756,0.320989896335121
